"Product Name","SKU","Collection","Sipsy Price","Competitor Low Price","Competitor Low URL","Competitor Median Price","Competitor Median URL","Competitor High Price","Competitor High URL","Price Diff vs Low","Price Diff vs Median","Notes"
"Four Roses Single Barrel - 750ml","","","54.99","49.99","https://checkout.fourrosesbourbon.com/products/four-roses-single-barrel-bourbon","49.99","https://www.bourbonguy.com/blog/2025/1/15/four-roses-single-barrel-collection-2025","129.99","https://preetliquor.com/products/four-roses-single-barrel-barrel-strength-obsv-private-selection-750ml","5.0","5.0","Limited direct prices from specified retailers (Amazon, Total Wine, Vivino, Liquor.com); used available sources. Four Roses official site and reviews list standard Single Barrel at $49.99. Preet Liquor lists Private Selection variant at $129.99. Total Wine pages lack explicit prices in results. Wine-Searcher avg $513 likely ex-tax aggregate or error."
"Bulleit Rye, American Rye Whiskey - 750ml","","","32.99","31.99","https://pjwine.com/products/bulleit-rye-750l","34.99","https://theliquorbarn.com/products/bulleit-straight-rye-750ml","58.99","https://www.totalwine.com/spirits/american-whiskey/rye-whiskey/bulleit-95-rye-12yr-whiskey/p/191329750","1.0","-2.0","Prices from PJ Wine ($31.99), Liquor Barn ($34.99), and Total Wine ($58.99) for standard Bulleit Rye 750ml and 12yr variant. No prices found from Amazon, Vivino, or Liquor.com. Some results mix standard and 12-year expressions; $11.99 likely erroneous."
"Balvenie DoubleWood 12 Year Old - 750ml","","","69.99","59.98","https://haskells.com/balvenie-12yr-doublewood-scotch-750ml/","63.0","https://flaviar.com/products/the-balvenie-12-year-old-doublewood-750","76.0","https://cwspirits.com/products/balvenie-12-year-old-doublewood-scotch-whisky-750ml","10.01","6.99","Prices from search results: Haskell's $59.98[4], Flaviar $63.99[3], Colonial Spirits $62.99[1], Caskers $65.99[6], CW Spirits $76[2]. Total Wine[8] lacks specific price. None from Amazon, Vivino, or Liquor.com. Median approximated from available prices."
"The Glenlivet 18-Year-Old Single Malt Scotch - 750ml","","","139.99","144","https://sipsy.com/products/the-glenlivet-18-year-old-single-malt-scotch-whisky-750-ml","153.99","https://wineanthology.com/15133-the-glenlivet-18-year-old-single-malt-scotch-whisky","170.09","https://www.thebottleshoppe.com/product/the-glenlivet-18-year-single-malt-scotch-whisky-750ml/Z2AGFYBDNZQDZLEQNEXMPIKS?cfa=gpl&channel=CH_mCOrjd98RIWEsodP12DhEKBZwbfxoDzJcL942QlQuYC","-4.01","-14.0","Prices from search results; Total Wine, Amazon, Vivino, Liquor.com lacked specific prices. Lowest and median exclude ex-tax avg; onlineliquor.com sale $169.99."
"Glenmorangie 12 Year Single Malt Scotch Whisky Gift Set","","","41.99","","","","","","","","","Unable to provide requested data. Search results do not include pricing information from the specified retailers (Amazon, Total Wine, Vivino, Liquor.com). Available results show prices from alternative retailers (Spirits Network: $35.99, Best Buy Liquors: price not listed, Westchester Wine: price not listed, Price Runner: £22.49-£42.26, SF Tequila Shop: $70.00, OHLQ: $39.99, BC Liquor Stores: $79.99), but these do not match the user's requested sources. To obtain accurate pricing from the specified retailers, direct searches on those platforms are recommended."
"Lagavulin 12 Year Old Single Malt Scotch Whisky Special Release 2024 - 750ml","","","119.99","153.99","https://www.caskers.com/lagavulin-fireside-tales-12-year-old-special-release-2024-islay-single-malt-scotch-whisky/","169.99","https://sipwhiskey.com/products/lagavulin-special-release-2024","299.99","https://caskcartel.com/products/lagavulin-special-release-2024-12-year-old-single-malt-scotch-whisky","-34.0","-50.0","Prices from various online retailers (Caskers $153.99[4], Sip Whiskey $169.99[1], Wine-Searcher avg $181[3], HiProof $161.99 sale[8], Sipsy $149.99[7] but prioritized explicit listings; Cask Cartel $299.99 listed[5], possibly cents or outlier. No prices found from specified retailers Amazon, Total Wine, Vivino, Liquor.com."
"George T. Stagg 2025 Kentucky Straight Bourbon - 750ml","","","899.99","895.99","https://theliquorbros.com/products/george-t-stagg-whiskey-2025","999.99","https://www.remedyliquor.com/products/george-t-stagg-bourbon-straight-2025-kentucky-750ml","2199","https://sunsetliquorstore.com/products/george-t-stagg-bourbon-whiskey-2025-142-8-proof","4.0","-100.0","Prices from available retailers (Remedy Liquor, Bottle Broz, Sunset Liquor, Keg N Bottle, The Liquor Bros, El Cerrito Liquor); Total Wine lists product but no price shown; specified sites like Amazon, Vivino, Liquor.com had no listings; avg ex-tax $1083 per Wine-Searcher."
"Jack Daniel's Family of Spirits Gift Set 5x - 50ml","","","14.99","10.99","https://woodencork.com/products/jack-daniels-whiskey-family-of-brands-5-pack-gift-set","14.99","https://sipsy.com/products/jack-daniels-family-of-spirits-gift-set-5x-50ml","30.98","https://theliquorbros.com/products/jack-daniels-family-of-fine-spirits-mini-gift-set","4.0","0.0","Prices from Sipsy ($14.99), Barrel Tap ($14.99), Wooden Cork ($10.99), Liquor Bros ($30.98). No prices found on Amazon, Vivino, or Liquor.com. Total Wine lists product but no price in results."
"Garavogue 20-Year-Old Single Malt Irish Whiskey - 700ml","","","159.99","152.99","https://liquorgeeks.com/products/garavogue-20-year-old-single-malt-irish-whiskey","179.99","https://theliquorbros.com/products/garavogue-20-year-old-irish-whiskey","214.99","https://applejack.com/Garavogue-20-Year-Irish-Whiskey-700-ml","7.0","-20.0","Prices from various online retailers (not limited to Amazon, Total Wine, Vivino, Liquor.com as none of those listed the product with price). Lowest is subscribe price; median from sorted one-time/sale prices: 164.99, 169.99, 179.99, 193.66 (bulk), 199.99, 214.99, 218.50. Total Wine had no price listed."
"Crown Royal Chocolate Canadian Whisky - 750ml (Limited Edition)","","","35.99","22.99","https://www.thebarreltap.com/products/crown-royal-chocolate","29.99","https://www.marketviewliquor.com/product/crown-royal-chocolate-flavored-canadian-whisky-750ml","44.99","https://topshelfwineandspirits.com/products/crown-royal-chocolate-canadian-whisky","13.0","6.0","Prices from various online retailers; none found from Amazon, Vivino, or Liquor.com in results. ShopWineDirect lists $31.99 (discounted from $34.99)[2], ShopSK $24.99 (from $29.99)[7]. Total Wine has listing but no price shown[10]. Pre-order noted for some[6]."
"Booker's Masters Distillers' Batch 2024-03 - 750ml","","","109.99","63.99","https://flaviar.com/products/bookers-master-distillers-batch-2024-03-straight-bourbon-whiskey-750","119.99","https://kegnbottle.com/products/bookers-2024-03-master-distillers-batch-bourbon-whiskey-750-ml","219.95","https://winechateau.com/products/bookers-bourbon-the-master-distillers-batch-2024-03","46.0","-10.0","Prices from various online retailers (Flaviar, Bassins, Cana Wine Co, Wine Chateau, Keg N Bottle, Folsom Wine & Spirits, Whiskey Caviar, Vintage Grape Wines). Total Wine listed but no price found in results. None from Amazon, Vivino, or Liquor.com. Median calculated from available prices: 63.99, 89.99, 99.99, 119.99, 129.95, 189.99, 219.95, 249.99."
"Jack Daniel's 14-Year-Old Whiskey - 750ml","","","599.99","599.99","https://sipsy.com/products/jack-daniel-14-year-whiskey-750ml","699.99","https://www.fengfinewine.com/product/jack-daniel-s-14-year-whiskey-700ml/1196","863.99","https://winetoship.com/products/jack-daniels-12-year-limited-release-tennessee-whiskey-750ml-1","0.0","-100.0","Prices from secondary market sources; no listings found on Amazon, Vivino, or Liquor.com. Total Wine [9] has no price listed. Prices approximate per 750ml where specified; some are for 700ml. MSRP ~$150[2][5]."
"Westward American Single Malt - 375ml","","","19.99","19","https://flaskfinewines.com/products/westward-american-single-malt-whiskey-375ml","36","https://theliquorbarn.com/products/westward-american-single-malt-375ml","47.99","https://www.royalbatch.com/westward-american-single-malt-whiskey-375ml","0.99","-16.01","Prices from various online retailers (Flask Fine Wines $19 sale, Flaviar $20.99, Liquorexpress $35.88, Liquor Barn $36.50, Gold Eagle $36.02, Royal Batch $47.99). No prices found from Amazon, Total Wine, Vivino, or Liquor.com in results. Median approximated from available 375ml prices."
"Wild Turkey Master's Keep Unforgotten - 750ml","","","299.99","190","https://the-right-spirit.com/2023/01/20/wild-turkey-masters-keep-unforgotten/","380","https://www.wine-searcher.com/find/wild+turkey+master+keep+unforgotten+blend+bourbon+rye+whisky+kentucky+usa","760","https://cwspirits.com/products/wild-turkey-master-s-keep-unforgotten-750ml","109.99","-80.01","Prices from various online retailers and trackers; no direct matches from Amazon, Total Wine, Vivino, or Liquor.com in results. Lowest from retail sighting, average ex-tax $380, highest current listing. MSRP $200[2][4]."
"W.L. Weller Full Proof Wheated Bourbon - 750ml","","","199.99","179.99","https://cellar.com/products/weller-full-proof-750ml","249.99","https://www.donsliquorsandwine.com/collections/weller","499.99","https://arthurcantina.com/products/weller-full-proof-750ml","20.0","-50.0","Prices from various online retailers; Total Wine, Amazon, Vivino, and Liquor.com had no specific prices in results. Average market price around $267-$270 ex-tax. Lowest from cellar.com, median averaged from available listings."
"The Walking Dead Kentucky Straight Bourbon - 750ml","","","24.99","14.99","https://www.totalwine.com/spirits/bourbon/small-batch-bourbon/the-walking-dead-spirits-of-the-apocalypse-ky-straight-bourbon/p/184382750","34.99","https://www.bourbonguy.com/blog/2019/10/31/the-walking-dead-kentucky-straight-bourbon-whiskey","49.99","https://kegnbottle.com/products/spirits-of-the-apocalypse-the-walking-dead-bourbon-whiskey-750-ml","10.0","-10.0","Prices from various retailers including Total Wine ($14.99); no current prices found for Amazon, Vivino, or Liquor.com. CraftShack lists $19.99 (sold out), Caskers $31.99. Values approximate ex-tax avg $37."
"The Glenlivet 15-Year-Old Single Malt Scotch Whisky - 750ml","","","79.99","76.99","https://www.hiproof.com/products/the-glenlivet-15year-old-single-malt-scotch-whisky-750ml-bottle","83.99","https://www.totalwine.com/spirits/scotch/single-malt/glenlivet-french-oak-15-year-single-malt/p/92051750","88.99","https://www.caskers.com/the-glenlivet-15-year-old-french-oak-reserve-single-malt-scotch-whisky/","3.0","-4.0","Prices from available sources (HiProof $76.99 sale, Total Wine $80.99, Marketview $83.99, Caskers $88.99). No current prices found from Amazon, Vivino, or Liquor.com in results. Product often listed as French Oak Reserve variant."
"The Glenlivet 12-Year-Old Single Malt Scotch Whisky - 750ml","","","44.99","47.99","https://applejack.com/Glenlivet-Scotch-750-ml","49.89","https://bestbuyliquors.com/the-glenlivet-12-year-old","59.99","https://chililiquor.com/spirits/scotch/glenlivet-12yr-750","-3.0","-4.9","Prices from available search results (Applejack $47.99[3], Unwind $47.99[4], Best Buy $49.89/750ml[5], Chili $59.99[1]). No direct prices found for Amazon, Total Wine, Vivino, or Liquor.com in results; Total Wine listed without price[7]. Wine-Searcher avg $53 is Double Oak variant[2]. Prices may exclude tax/shipping and vary by location/date."
"Skrewball Peanut Butter Whiskey - 750ml","","","21.99","","","","","","","","","Search results do not contain data from Amazon, Vivino, or Liquor.com. To obtain prices from your specified retailers, a new search targeting those platforms is required."
"Oban Single Malt 14 Year Old - 750ml","","","105.99","63.99","https://www.bottlevalues.com/spirits/Oban-14-Year-Single-Malt-Scotch-w7472218aq","79.99","https://www.bottlevalues.com/spirits/Oban-14-Year-Single-Malt-Scotch-w7472218aq","97.99","https://www.bottlevalues.com/spirits/Oban-14-Year-Single-Malt-Scotch-w7472218aq","42.0","26.0","Prices extracted from available search results; specific prices from Bottle Values ($63.99, $76.99, $79.99, $89.99, $97.99). Total Wine link present but no exact price listed. No direct prices from Amazon, Vivino, or Liquor.com in results. Average ex-tax ~$88-89 per Wine-Searcher.[1][2][3]"
"Michter's Rye Whiskey - 750ml","","","52.99","37.99","https://flaviar.com/products/michters-us1-straight-rye-whiskey-750","48","https://www.wine-searcher.com/find/michter+us+one+single+barrel+straight+rye+whisky+usa/1/usa","52","https://www.wine-searcher.com/find/michter+us+one+single+barrel+straight+rye+whisky+usa","15.0","4.99","Prices from Wine-Searcher averages ($48-$52 ex-tax), Flaviar ($37.99). No current prices found from Amazon, Total Wine, Vivino, or Liquor.com in results; Total Wine mentions mid-40s range. Focuses on Michter's US*1 Single Barrel Straight Rye Whiskey 750ml."
"Lagavulin Offerman Edition Caribbean Rum Cask 11 Year Old - 750ml","","","99.99","","","","","","","","","The search results do not include data from Amazon, Total Wine, Vivino, or Liquor.com as requested. To obtain accurate pricing from these specific retailers, direct searches on those platforms would be required."
"Lagavulin Distillers' Edition Islay Single Malt Scotch Whisky - 750ml","","","199.99","111.99","https://www.caskers.com/lagavulin-distillers-edition-single-malt-scotch-whisky/","149.99","https://www.bottlevalues.com/spirits/Lagavulin-The-Distillers-Edition-w454744526","179.99","https://kegnbottle.com/products/lagavulin-the-distillers-edition-2024-islay-single-malt-scotch-whisky-750-ml","88.0","50.0","Prices from available retailers (Caskers, Bottle Values, Keg N Bottle); Total Wine, Amazon, Vivino, Liquor.com lacked specific price data in results. Wine-Searcher avg $121-$147 ex-tax. Lowest from Caskers (not specified retailer), not directly from requested sites.[1][2][3][5][7][8]"
"Knob Creek Bourbon 12 Year Old 100 Proof - 750ml","","","79.99","50","https://thebourbonculture.com/whiskey-reviews/knob-creek-12-year-old-bourbon-review/","69","https://www.wine-searcher.com/find/knob+creek+twelve+old+straight+bourbon+whisky+kentucky+usa/1/usa","79","https://thebourbonculture.com/whiskey-reviews/knob-creek-12-year-old-bourbon-review/","29.99","10.99","Prices from reviews and aggregators; specific retailer prices not listed in results for Amazon, Total Wine, Vivino, Liquor.com. Range $50-$79, avg $69 ex-tax[1][2]. Total Wine lists product without price[8]."
"Johnnie Walker Black Gift Set","","","36.99","39.99","https://www.marketviewliquor.com/product/johnnie-walker-black-label-blended-scotch-whisky-gift-set-with-cocktail-set-750ml","50","https://www.nestorliquor.com/blogs/news/johnnie-walker-gift-set","69.99","https://www.tastingtable.com/1985270/costco-johnnie-walker-scotch-set-gift/","-3.0","-13.01","Prices from search results; median estimated as midpoint of $40-60 range for Black Label gift sets. No current prices found from specified retailers (Amazon, Total Wine, Vivino, Liquor.com). Costco set includes multiple bottles."
"Hibiki Japanese Harmony 100th Anniversary Edition - 750ml","","","299.99","289.99","https://www.kingswineandspirits.com/products/hibiki-suntory-whisky-japanese-harmony-100th-anniversary-750ml","407.88","https://www.liquorexpress.us/products/suntory-hibiki-japanese-harmony-100th-anniversary-limited-edition-design-blended-whisky-750ml","499.99","https://barbank.com/products/hibiki-harmony-100th-anniversary-limited-edition-bottle-japanese-whiskey-750ml","10.0","-107.89","Prices from available retailers (not limited to specified sites: Amazon, Total Wine, Vivino, Liquor.com had no direct listings); ex-tax avg $424[1]. Kings Wine lowest at $289.99[3], Liquor Express median $407.88[2], Barbunk/DRAM highest $499.99[4][6]."
